Mod:Item:MetaData, Localized Name
bigreactors:ingotyellorium, Йеллориумовый слиток
bigreactors:ingotcyanite, Цианитовый слиток
bigreactors:ingotgraphite, Графитовый слиток
bigreactors:ingotblutonium, Блутониевый слиток
bigreactors:ingotludicrite, Лудикритовый слиток
bigreactors:ingotsteel, Стальной слиток
bigreactors:dustyellorium, Йеллориумовая пыль
bigreactors:dustcyanite, Цианитовая пыль
bigreactors:dustgraphite, Графитовая пыль
bigreactors:dustblutonium, Блутониевая пыль
bigreactors:dustludicrite, Лудикритовая пыль
bigreactors:duststeel, Стальная пыль
bigreactors:mineralanglesite, Англезит (PbSO4)
bigreactors:mineralbenitoite, Бенитоит (BaTiSi3O9)
bigreactors:reactorcasingcores, Ядро реакторного корпуса (Старое)
bigreactors:turbinehousingcores, Ядро турбинного корпуса (Старое)
bigreactors:wrench, Гаечный ключ
bigreactors:blockyellorium, Йеллориумовый блок
bigreactors:oreanglesite, Англезитовая руда
bigreactors:turbinecreativesteamgenerator, Турбинный творческий генератор пара (наследие)
bigreactors:turbinerotorblade, Лезвие ротора турбины (наследие)
bigreactors:blockblutonium, Блутониевый блок
bigreactors:orebenitoite, Бенитоитовая руда
bigreactors:turbinebearing, Подшипник ротора турбины (наследие)
bigreactors:reactorrednetport, Реакторный RedNet порт (наследие)
bigreactors:turbinehousing, Турбинный корпус (наследие)
bigreactors:blocksteel, Стальной блок
bigreactors:reactoraccessport, Реакторный порт доступа (наследие)
bigreactors:turbinecomputerport, Компьютерный порт турбины (наследие)
bigreactors:turbinerotorshaft, Вал ротора турбины (наследие)
bigreactors:reactorcreativecoolantport, Реакторный творческий порт охлаждения (наследие)
bigreactors:turbinefluidport, Турбинный порт жидкостей (наследие)
bigreactors:blockgraphite, Графитовый блок
bigreactors:blockcyanite, Цианитовый блок
bigreactors:reactorcoolantport, Реакторный порт охлаждения (наследие)
bigreactors:turbinecontroller, Турбинный контроллер (наследие)
bigreactors:reactorpowertaptesla, Реакторная "Tesla" розетка (наследие)
bigreactors:turbineglass, Турбинное стекло (наследие)
bigreactors:reactorcasing, Реакторный корпус (наследие)
bigreactors:reactorpowertaprf, Реакторная "Redstone Flux" розетка (наследие)
bigreactors:reactorcontroller, Реакторный контроллер (наследие)
bigreactors:reactorredstoneport, Редстоуновый порт реактора (наследие)
bigreactors:oreyellorite, Йелоритовая руда
bigreactors:blockludicrite, Лудикритовый блок
bigreactors:turbinepowertaprf, Турбинная "Redstone Flux" розетка (наследие)
bigreactors:turbinepowertaptesla, Турбинная "Tesla" розетка (наследие)
bigreactors:reactorcomputerport, Компьютерный порт реактора (наследие)
bigreactors:reactorglass, Реакторное стекло (наследие)
bigreactors:reactorcontrolrod, Реакторный контролирующий стержень (наследие)
bigreactors:reactorfuelrod, Реакторный топливный стержень (наследие)
fluxnetworks:flux, Флакс
fluxnetworks:fluxcore, Флаксовое ядро
fluxnetworks:fluxconfigurator, Флаксовый конфигуратор
fluxnetworks:adminconfigurator, Административный конфигуратор
fluxnetworks:fluxblock, Флаксовый блок
fluxnetworks:fluxplug, Флаксовый разъём
fluxnetworks:fluxpoint, Флаксовая точка
fluxnetworks:fluxcontroller, Флаксовый контроллер
fluxnetworks:fluxstorage, Базовое флаксовое хранилище
fluxnetworks:herculeanfluxstorage, Геркулесовое флаксовое хранилище
fluxnetworks:gargantuanfluxstorage, Гигантское флаксовое хранилище
ironchest:iron_chest:0, Железный сундук
ironchest:iron_chest:1, Золотой сундук
ironchest:iron_chest:2, Алмазный сундук
ironchest:iron_chest:3, Медный сундук
ironchest:iron_chest:4, Серебряный сундук
ironchest:iron_chest:5, Кристальный сундук
ironchest:iron_chest:6, Обсидиановый сундук
ironchest:iron_chest:7, Земляной Сундук 9000!
ironchest:iron_shulker_box_white:0, Белый Железный Шалкеровый ящик
ironchest:iron_shulker_box_white:1, Белый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_white:2, Белый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_white:3, Белый Медный Шалкеровый ящик
ironchest:iron_shulker_box_white:4, Белый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_white:5, Белый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_white:6, Белый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_orange:0, Оранжевый Железный Шалкеровый ящик
ironchest:iron_shulker_box_orange:1, Оранжевый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_orange:2, Оранжевый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_orange:3, Оранжевый Медный Шалкеровый ящик
ironchest:iron_shulker_box_orange:4, Оранжевый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_orange:5, Оранжевый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_orange:6, Оранжевый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_magenta:0, Фиолетовый Железный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:1, Фиолетовый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_magenta:2, Фиолетовый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:3, Фиолетовый Медный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:4, Фиолетовый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:5, Фиолетовый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_magenta:6, Фиолетовый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:0, Светло-синий Железный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:1, Светло-синий Золотой Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:2, Светло-синий Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:3, Светло-синий Медный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:4, Светло-синий Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:5, Светло-синий Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_light_blue:6, Светло-синий Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_yellow:0, Жёлтый Железный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:1, Жёлтый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_yellow:2, Жёлтый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:3, Жёлтый Медный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:4, Жёлтый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:5, Жёлтый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_yellow:6, Жёлтый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_lime:0, Лаймовый Железный Шалкеровый ящик
ironchest:iron_shulker_box_lime:1, Лаймовый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_lime:2, Лаймовый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_lime:3, Лаймовый Медный Шалкеровый ящик
ironchest:iron_shulker_box_lime:4, Лаймовый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_lime:5, Лаймовый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_lime:6, Лаймовый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_pink:0, Розовый Железный Шалкеровый ящик
ironchest:iron_shulker_box_pink:1, Розовый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_pink:2, Розовый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_pink:3, Розовый Медный Шалкеровый ящик
ironchest:iron_shulker_box_pink:4, Розовый Серебряный Шалкеровый ящик
ironchest:iron_shulker_box_pink:5, Розовый Кристальный Шалкеровый ящик
ironchest:iron_shulker_box_pink:6, Розовый Обсидиановый Шалкеровый ящик
ironchest:iron_shulker_box_gray:0, Серый Железный Шалкеровый ящик
ironchest:iron_shulker_box_gray:1, Серый Золотой Шалкеровый ящик
ironchest:iron_shulker_box_gray:2, Серый Алмазный Шалкеровый ящик
ironchest:iron_shulker_box_gray:3, Серый Медный Шалкеровый ящик
ironchest:iron_shulker_box_gray:4, Серый Серебряный Шалкеровый ящик
